School ID,School Name,School Metro Type,School Percentage Free Lunch,School State,School Zip,School City,School County,School District
7f71babcf57f8c9c5d4f3f6abbbd2ed1,Goshen High School,rural,74,Alabama,36035,Goshen,Pike,Pike Co Schools
7f72165bd7c14fe227b528f1adbb38ee,Paseo Hills Elementary School,urban,54,Arizona,85027,Phoenix,Maricopa,Deer Valley Unified Sd 97
7f7226f2e08b4253c229b2c62f99d718,Waverly-Belmont Elementary School,suburban,74,Tennessee,37204,Nashville,Davidson,Metro Nashville Public Sd
7f724acb40ea308ab09a7c7c3312886d,KIPP Gaston College Preparatory Primary,unknown,52,North Carolina,27832,Gaston,Northampton,North Carolina Dept Of Ed
7f72e6468f3c54ec285802ac74a601ce,Southside Elementary School,town,62,Tennessee,38478,Pulaski,Giles,Giles Co School District
7f736be83e8d508eafccb3055e10c494,Osceola Elementary School,urban,71,Florida,32176,Ormond Beach,Volusia,Volusia Co School District
7f73b083e696b1a8e48464f6e23ba2f7,Meadowcreek Elementary School,suburban,94,Georgia,30093,Norcross,Gwinnett,Gwinnett Co Public School Dist
7f761f4313988e802cdbfca80ff0fc45,Bill Brown Elementary School,rural,26,Texas,78070,Spring Branch,Comal,Comal Ind School District
7f76f51b804b93f9715f29fc4f56f0e4,Galena Elementary School,unknown,95,Mississippi,38635,Holly Springs,Marshall,Marshall Co School District
7f7793585a1d8d20e1e533a4152e7bce,Monroe Elementary School,urban,92,Missouri,63118,Saint Louis,St Louis City,St Louis City Public Sch Dist
7f77b1261e7f8d79765db3113d94d78e,Williamstown High School,town,55,West Virginia,26187,Williamstown,Wood,Wood Co School District
7f77e08e163c44be4317a6526a3a57c9,Bridgeprep Academy - Hollywood Hills Campus,suburban,62,Florida,33021,Hollywood,Broward,Broward Co Public Schools
7f79c1dfc5f99105eaccb021997ea2cb,Carrington Elementary School,suburban,77,Connecticut,06708,Waterbury,New Haven,Waterbury Public School Dist
7f7a6f9c2c7ca65bca9bd3351da59c94,Clarinda High School,unknown,45,Iowa,51632,Clarinda,Page,Clarinda Cmty School District
7f7adfc7ea3637c4425167e0d99a386a,Norview High School,urban,69,Virginia,23513,Norfolk,Norfolk City,Norfolk School District
7f7c5c8e0d4e2b6f58c84d179eb4bc10,Libby Cash Maus Middle School,suburban,12,Texas,75035,Frisco,Collin,Frisco Ind School District
7f7ea11dd5bfac1b75d0df71236dc078,Sixth District Elementary School,suburban,71,Kentucky,41014,Covington,Kenton,Covington Independent Sch Dist
7f843eb50f55e773a98e0aa6640f83ac,Becker Elementary School,urban,77,Iowa,50701,Waterloo,Black Hawk,Waterloo Cmty School District
7f857e1bf3b1abd5571f0b6b8f167ede,Derby Ridge Elementary School,urban,63,Missouri,65202,Columbia,Boone,Columbia School District 93
7f86c5a6ed82ac3e19d95765b382eec8,Greenfield Elementary School,suburban,39,Texas,76135,Fort Worth,Tarrant,Eagle Mtn-Saginaw Ind Sch Dist
7f875bbaa2a9b7a81c47c15e52c93abb,Rowland Elementary School,suburban,94,Georgia,30083,Stone Mtn,De Kalb,Dekalb Co School District
7f897655759a51d364e9c1cbd4be56ed,Rowan County Senior High School,rural,61,Kentucky,40351,Morehead,Rowan,Rowan Co School District
7f8ac6257ed312f9179d0ba822fa57ae,Kaposia Education Center,suburban,60,Minnesota,55075,South St Paul,Dakota,South St Paul Special Sd 6
7f8ad31fe623daf87647c8936e41df5e,Chapel Hill High School,rural,78,Texas,75707,Tyler,Smith,Chapel Hill Ind School Dist-Smith
7f8b1fe1f445722bbdd0cb481527d0b7,Robert L Ford Elementary School,suburban,93,Massachusetts,01902,Lynn,Essex,Lynn Public School Dist
7f8b8b80e46090f18332ede829147425,Oxford Elementary School,suburban,14,Michigan,48371,Oxford,Oakland,Oxford Cmty School Dist
7f8bd4ea54152db09a2897e7f847035f,Avondale Elementary School,rural,80,Colorado,81022,Avondale,Pueblo,Pueblo Co School District 70
7f8cda6acd4e380acb382d3528d4ec3d,Dunlap Middle School,rural,9,Illinois,61525,Dunlap,Peoria,Dunlap Cmty Unit Sch Dist 323
7f8e03ae86b8f249316bb30b9f5b3592,Edison School of the Arts School 47,unknown,83,Indiana,46221,Indianapolis,Marion,Indianapolis Public Sch Dist
7f8e8a9442804bf166da1081044c0819,West Hempstead High School,suburban,28,New York,11552,W Hempstead,Nassau,West Hempstead School District
7f905504d32b788b0f86523daf1e4044,Apollo Elementary School,suburban,86,Oklahoma,73008,Bethany,Oklahoma,Putnam City School District 1
7f91164b28b6671242b4ddf8464c6d35,Millstadt Primary Center,town,18,Illinois,62260,Millstadt,St Clair,Millstadt Cons Sch Dist 160
7f91e12729c0dbe72252f32fde1154e9,Clarendon Elementary School,rural,93,Arkansas,72029,Clarendon,Monroe,Clarendon School District 6
7f923444a7839177bda232ba96f7a61d,Herbert A Ammons Middle School,suburban,49,Florida,33177,Miami,Miami-Dade,Miami-Dade Co Public Sch Dist
7f9236e7d20d0d221b50687bdaaeff8a,Watertown High School,town,46,Wisconsin,53098,Watertown,Dodge,Watertown Unified School Dist
7f93f2a4fd8483968924ea37b2635d9f,Robert H Jamison School,suburban,95,Ohio,44128,Cleveland,Cuyahoga,Cleveland Metro School Dist
7f947fdef170c0fb6e4d505e95e1efb2,Bluebonnet Trail Elementary School,urban,66,Texas,78754,Austin,Travis,Manor Ind School District
7f98829a34f04a48710e77ebb2017bf4,Roosevelt Elementary School,suburban,60,Ohio,44107,Lakewood,Cuyahoga,Lakewood City School District
7f9ad962d32652ae611ec8a3d644bac9,Kettleman City Elementary School,rural,85,California,93239,Kettleman Cty,Kings,Reef-Sunset Unified Sch Dist
7f9ae3662010885f380170bcd64aab68,Rubidoux High School,suburban,78,California,92509,Jurupa Valley,Riverside,Jurupa Unified School District
7f9b7055c962a0b3f6ae095d312af098,Damiansville Elementary School,rural,34,Illinois,62215,Damiansville,Clinton,Damiansville School Dist 62
7f9d55aee2385a4b2602d9b34690ff9f,Jones Elementary School,urban,86,Texas,75702,Tyler,Smith,Tyler Ind School District
7f9e27b600d3977a49522341b3d8e6d0,Clifton Middle School,suburban,53,California,91016,Monrovia,Los Angeles,Monrovia Unified School Dist
7f9e73b1133fda3c800643dba3ae2572,Prairie View Elementary School,urban,62,Indiana,46526,Goshen,Elkhart,Goshen Cmty School Dist
7f9f0a695d49cce069c28519dd3d5400,Stephen Foster Elementary School,suburban,45,California,90712,Lakewood,Los Angeles,Bellflower Unified School Dist
7fa056a1da357c32905d7657a84966dd,Madison Academy High School,unknown,,Michigan,48519,Burton,Genesee,Bendle Public School District
7fa05ca55d41459d402b6feee1c3ddb9,Whiteland Elementary School,suburban,43,Indiana,46184,Whiteland,Johnson,Clark-Pleasant Cmty Sch Dist
7fa06b1a45f7300b2d556151106d89d1,Greenwood Leadership Academy,unknown,,Oklahoma,74127,Tulsa,Tulsa,Tupelo School District I-2
7fa0c758463703eb457beef5d0a8a5c6,Noble Crossing Elementary School,suburban,22,Indiana,46062,Noblesville,Hamilton,Noblesville School District
7fa110d6111712d7af8cfc274c4e0cb8,Cold Spring School,urban,86,Indiana,46222,Indianapolis,Marion,Indianapolis Public Sch Dist
7fa1244931cf1edfbe5c938a0d6f4523,Castro Elementary School,urban,95,Colorado,80219,Denver,Denver,Denver Public School Dist 1
7fa2f6799b683ceea8aeb18e9e0c2799,Hollywood Elementary School,urban,44,West Virginia,25801,Beckley,Raleigh,Raleigh Co School District
7fa363294f8152c5917b858b4cce996b,Liberty Middle School,urban,56,Florida,33647,Tampa,Hillsborough,Hillsborough Co Pub Sch Dist
7fa45caf9301285a81a5f5401e13deb8,Hermosa Elementary School,rural,42,South Dakota,57744,Hermosa,Custer,Custer School District 16-1
7fa54e556394f7168cfa6ec0eeffb4b8,Jonas E Salk Elementary School,suburban,66,Indiana,46410,Merrillville,Lake,Merrillville Cmty Sch District
7fa5d84c57d9a3e29e4f6ecf87b1ae07,Rosewood High School,urban,70,North Carolina,27530,Goldsboro,Wayne,Wayne Co Public School Dist
7fa7c9089ef46684d57bf1bfb56807a9,John F Kennedy Elementary School,suburban,51,New Jersey,08091,West Berlin,Camden,Berlin Twp School District
7fa8b361d7a92b03a8c3fe9e0fbc37ba,North Mac Intermediate School,rural,47,Illinois,62640,Girard,Macoupin,North Mac Cmty School Dist 34
7faae6c1c6df3f53ca0a40cf9d86bac1,Woodland Elementary School,urban,17,Minnesota,55123,Eagan,Dakota,Rosemount-Apple Vly-Eagan 196
7fab5de4c00801705b570ac02c0c6b96,Ammon Elementary School,suburban,51,Idaho,83406,Ammon,Bonneville,Bonneville Joint Sch Dist 93
7fac5661b371c81bb7352088043df07f,Oneida Elementary School,unknown,71,Tennessee,37841,Oneida,Scott,Oneida Special School District
7facd45805110890525f5aff92d43c09,Vista Del Valle Elementary School,suburban,81,California,91711,Claremont,Los Angeles,Claremont Unified School Dist
7facfa230b09fedde4700156d5ddd6f0,Southern Ave Charter Elementary School,urban,91,Tennessee,38132,Memphis,Shelby,Shelby Co Schools
7fae872379ccc5b5a737079fc417a7ad,Milan High School,rural,68,Missouri,63556,Milan,Sullivan,Milan School District C2
7fafdaa0ac552ee21dd44d6362c9bee4,Rendezvous Elementary School,unknown,53,Wyoming,82501,Riverton,Fremont,Fremont Co School District 25
7fb0ad021f10809af47ec3d077d70025,Thomas B Conley Elementary School,rural,3,New Jersey,08802,Asbury,Hunterdon,Bethlehem Twp School District
7fb0ce3290a81437272318b9cbb4d988,Central Park Elementary School,town,68,Missouri,65708,Monett,Barry,Monett School District R-1
7fb121cd0a02751bf81b44e1ad950e21,Lee Elementary School,urban,90,Arkansas,72764,Springdale,Washington,Springdale School District 50
7fb122c03cbaa73c492f548ca47514aa,Middletown Middle School,suburban,95,Ohio,45044,Middletown,Butler,Middletown City Sch District
7fb135b731a0fefaec77ff6beabe1dbf,Vaughn Elementary School,rural,71,Montana,59487,Vaughn,Cascade,Vaughn School District 74
7fb1d5f8619ad2c2e0277aaab73a040c,Stonehurst Hills Elementary School,suburban,86,Pennsylvania,19082,Upper Darby,Delaware,Upper Darby School District
7fb3e3f1eedebd22544bea61636b70d9,Wicomico Middle School,urban,74,Maryland,21804,Salisbury,Wicomico,Wicomico Co School District
7fb4a82d241d450372e1f278b7ee5ec5,La Mirada Elementary School,urban,80,California,92173,San Ysidro,San Diego,San Ysidro School District
7fb52af5f7d8f1956ab28ef75b097182,Endeavour School Of Exploration,urban,47,California,92395,Victorville,San Bernardino,Victor Elementary School Dist
7fba73dcbf7c4baf1b3f5694b0db607f,Central Dauphin High School,suburban,39,Pennsylvania,17112,Harrisburg,Dauphin,Central Dauphin School Dist
7fbaa64d0c60facf7f27c8125fae0e05,Lunenburg Middle School,unknown,,Massachusetts,01462,Lunenburg,Worcester,Lunenburg School District
7fbaae5df3118d378360c55f5190ddfe,James A Long Elementary School,town,76,Florida,32177,Palatka,Putnam,Putnam Co School District
7fbbd5c4cfa1a4dabdd7f6f413d561d7,Addison Elementary School,rural,60,Alabama,35540,Addison,Winston,Winston Co School District
7fbde87a7d4b218d76daaf7c91f91906,White Oak Elementary School,rural,93,Tennessee,37729,Duff,Campbell,Campbell Co School District
7fbdeeae0ad1cd8c4a92894a9c2d3cd9,Rosa Parks Elementary School,urban,93,Oklahoma,74134,Tulsa,Tulsa,Union Pub School District I-9
7fbea3e8fa807f3b1af86bc7c0dff2fb,Alton Elementary School,unknown,91,Texas,77833,Brenham,Washington,Brenham Ind School District
7fbf2b4c4f5afa42f67676ff7a1be5ef,Gary Middle College Charter School,urban,89,Indiana,46402,Gary,Lake,Indiana Dept Of Education
7fbf452aec4e3ffaaeec621bc9fe6b93,Currituck County High School,rural,35,North Carolina,27917,Barco,Currituck,Currituck Co School District
7fbf893535176f4f8b0b2010e6c91231,Germantown High School,suburban,83,Tennessee,38138,Germantown,Shelby,Shelby Co Schools
7fc01f7777038e8223dee97a6551e8fc,New Tech Odessa High School,urban,56,Texas,79762,Odessa,Ector,Ector Co Independent Sd
7fc1b61e459220dbe6d738141dab00c5,Estell Manor Elementary School,rural,13,New Jersey,08319,Estell Manor,Atlantic,Estell Manor City School Dist
7fc37e9c23b0e461e5bde47a2f5ca30e,Hiawatha Elementary School,rural,43,Illinois,60146,Kirkland,De Kalb,Hiawatha Cmty Unit Sd 426
7fc56fd5fc2c73d34161b4d56045147d,Parkway Elementary School,unknown,69,Texas,75604,Longview,Gregg,Pine Tree Ind School District
7fc5d06e9ab2ae4e13f390801aef210d,Dublin Middle School,unknown,45,Virginia,24084,Dublin,Pulaski,Pulaski Co School District
7fc679715699cd8833ac1f09f58c015f,Hillcrest High School,suburban,76,Utah,84047,Midvale,Salt Lake,Canyons School District
7fc6c02277cb724ea449b95978e14a51,Spring Park Elementary School,urban,70,Florida,32207,Jacksonville,Duval,Duval Co Public School Dist
7fc6d20719c352754632b50f4d171c5c,Passport Charter School,suburban,80,Florida,32812,Orlando,Orange,Orange Co Public School Dist
7fc745cf16575e51f1cc8b509fb6376e,George Washington High School,urban,54,Iowa,52403,Cedar Rapids,Linn,Cedar Rapids Cmty School Dist
7fc74f1493404a7a18a8ef183edb92fc,Judy Hajek Elementary School,suburban,27,Texas,76028,Burleson,Johnson,Burleson Ind School District
7fca9adc997c13e93828c5dfce5c7721,Lockhart Elementary School,suburban,95,Florida,32810,Orlando,Orange,Orange Co Public School Dist
7fca9bedc78dd5c074ac6b4170b3f1e0,Shell Lake Junior Senior High School,rural,55,Wisconsin,54871,Shell Lake,Washburn,Shell Lake School District
7fcbd6f56faea06973f1424ee626a471,Accident Elementary School,rural,49,Maryland,21520,Accident,Garrett,Garrett Co Public Schools
7fcbdab71076b47729d472f95e5118d0,Corona Public School,rural,92,New Mexico,88318,Corona,Lincoln,Corona Public School District
7fd213e11432b0f0627a7a7ec607837c,Johnson County High School,rural,72,Tennessee,37683,Mountain City,Johnson,Johnson Co School District
7fd299786852c160a365fb8d66a081eb,Townline Elementary School,unknown,84,Michigan,49548,Kentwood,Kent,Kentwood Public School Dist
7fd35cbd49fbe54990646c65a95c5d12,Greeley Elementary School,rural,57,Kansas,66033,Greeley,Anderson,Garnett Unified Sch Dist 365
7fd3a34213d32a7c8bd9a87459c3bd26,Haas Hall Academy - Rogers,unknown,,Arkansas,72756,Rogers,Benton,Arkansas Dept Of Education
7fd3b3242c52859bb1db9abc9bc3c82f,Nathaniel Hawthorne Elementary School,urban,95,Texas,75217,Dallas,Dallas,Dallas Ind School District
7fd3bf29dd082b0fd6a21eb044e93725,Canistota School,rural,30,South Dakota,57012,Canistota,Mccook,Canistota School District 43-1
7fd5d9b747153f956f0e1340c6735c29,Thurmont Middle School,town,32,Maryland,21788,Thurmont,Frederick,Frederick Co Public Sch Dist
7fd7897e983d40f5c8f227bd57dbb896,Francis X Hegarty Elementary School,suburban,43,New York,11558,Island Park,Nassau,Island Park Union Free Sd
7fdc0df95285acf71ab80079e0f160dc,Mt Garfield Middle School,suburban,64,Colorado,81520,Clifton,Mesa,Mesa Co Valley School Dist 51
7fdc4977b9f7c49fbe1a135806b76c01,Ruth Dowell Middle School,suburban,22,Texas,75070,Mckinney,Collin,Mckinney Ind School Dist
7fdd5041b2aca971da0f2e877b4972a8,Queens High School for Language Studies,urban,93,New York,11354,New York City,Queens,New York City Dept Of Ed
7fdd75e29f7baec8b912d43227a3d77a,Ridgeview Middle School,suburban,25,Maryland,20878,Gaithersburg,Montgomery,Montgomery Co Public Schools
7fdda1e1e3b95736f8bdac018fa325ab,Fairview Elementary School,rural,55,Tennessee,37754,Heiskell,Anderson,Anderson Co School District
7fdfd03a23201c1ed3c00a29ce73ad8a,Toledo Blade Elementary School,urban,49,Florida,34288,North Port,Sarasota,Sarasota Co School District
7fdffaea0305748af48c70bc5d0d4005,La Jicarita Community School,rural,63,New Mexico,87553,Penasco,Taos,New Mexico Dept Of Education
7fe0d9e114dc31a39a2bb1d0f3a62e31,Franklin Elementary School,suburban,90,Illinois,60419,Dolton,Cook,Dolton-Riverdale Sch Dist 148
7fe18024d254071ed3103cb3700a0a71,Seminole Ridge Community High School,suburban,37,Florida,33470,Loxahatchee,Palm Beach,Palm Beach Co School District
7fe31b4184e47b760fe2814f301a434c,Ruth Powell Elementary School,unknown,49,Arizona,85546,Safford,Graham,Safford Unif School District 1
7fe39cfebbc01ae206642314ba585e56,Rockford East High School,urban,80,Illinois,61108,Rockford,Winnebago,Rockford School District 205
7fe409a9f2b4fcb2794124ea4c369e82,Plankinton School,rural,49,South Dakota,57368,Plankinton,Aurora,Plankinton School District 1-1
7fe610e0f191d619dada7c7ef65cf155,Advanced Technology Academy,urban,76,Michigan,48126,Dearborn,Wayne,Michigan Dept Of Education
7fe689fcb6d08306b47888bf96e8b010,Atkins High School,rural,56,Arkansas,72823,Atkins,Pope,Atkins School District
7fe7148920a28d37557ed5b2137845d3,Englewood Elementary School,urban,63,Florida,32207,Jacksonville,Duval,Duval Co Public School Dist
7fe7289d8e580aa42767803edefa90cd,Clement Elementary School,rural,75,North Carolina,28318,Autryville,Sampson,Sampson Co School District
7fe7fd1f8d9a79254cb862be102e1562,Reach Charter Academy,suburban,76,Michigan,48066,Roseville,Macomb,Michigan Dept Of Education
7fe8b6cafc34de36a56c0aacd1adba4e,Bethel-Tate Middle School,town,45,Ohio,45106,Bethel,Clermont,Bethel-Tate Local School Dist
7fe9aa25207cc17d67a39cc6ebf23623,Science Hall Elementary School,suburban,70,Texas,78640,Kyle,Hays,Hays Cons Ind School District
7feac896506fbfd9a91635a833f74d73,Franklin Preschool,unknown,40,California,94710,Berkeley,Alameda,Berkeley Unified School Dist
7feae936a9e835de59b1bee8dd395a80,East Flatbush Community Research School,urban,94,New York,11203,New York City,Kings (Brooklyn),New York City Dept Of Ed
7feb416aef4a415435182d1ba1722713,Astatula Elementary School,rural,65,Florida,34705,Astatula,Lake,Lake Co School District
7febcaba82f2d12fcabb1537531f88c1,Enatai Elementary School,urban,12,Washington,98004,Bellevue,King,Bellevue School Dist 405
7febeea643f723fabe96ca2083ced240,Elkhorn Area Middle School,town,34,Wisconsin,53121,Elkhorn,Walworth,Elkhorn Area School District
7fed6edf1e1f5392f07bf37feb2b3e08,The Queens School For Leadership And Excellence,unknown,78,New York,11432,New York City,Queens,New York City Dept Of Ed
7fedf85f1af6a1a70344af385ffea30d,St Ignace Elementary School,rural,56,Michigan,49781,Saint Ignace,Mackinac,St Ignace Area School District
7fef09576b1a84383b32306dac7e26a6,Richardson D White Elementary,urban,60,California,91206,Glendale,Los Angeles,Glendale Unified School Dist
7fef157d3dfc3555f05e711f30861147,Crain Elementary School,rural,95,Oklahoma,74536,Clayton,Pushmataha,Clayton School District 10
7ff108d224752bfecb8f43f3f441c6cd,Thomasville Elementary School,town,73,Alabama,36784,Thomasville,Clarke,Thomasville City School Dist
7ff190fd25f0e4347920fbd048c0586f,Pilot Mountain Middle School,rural,56,North Carolina,27041,Pilot Mtn,Surry,Surry Co School District
7ff1b9c1e7809d8510a5e2368103817f,Village of Barboursville Elementary School,suburban,48,West Virginia,25504,Barboursville,Cabell,Cabell Co School District
7ff3731ffe62473be779d526dffcc93a,Michael Anderson Elementary School,suburban,26,Washington,99011,Fairchild Afb,Spokane,Medical Lake School Dist 326
7ff37cdbd5527707f505eed04224a4fd,Eaton Elementary School,urban,68,California,93710,Fresno,Fresno,Fresno Unified School Dist
7ff400a381ef306b8c6b7af4b1956b35,Joli Ann Leichtag Elementary School,suburban,81,California,92081,Vista,San Diego,San Marcos Unified Sch Dist
7ff48981b16594870a60386198ffa224,"Head Start Community Program of Morris County, Inc. Dover Site",unknown,95,New Jersey,07801,Dover,Morris,Office Of Head Start
7ff492bd235a71b84f54274288e7bc3d,William Walker Elementary School,unknown,83,Oregon,97225,Portland,Washington,Beaverton School District
7ff495349361a03228127cc2f8c0bf62,James Masters Elementary School,suburban,71,Texas,78109,Converse,Bexar,Judson Ind School District
7ff55025e1c79ec3dec847d8bf05d72d,Washington Elementary School,unknown,95,California,95811,Sacramento,Sacramento,Sacramento City Unif Sch Dist
7ff897c2b0335049318ddb9779999c99,South End Elementary School,rural,77,North Carolina,27320,Reidsville,Rockingham,Rockingham Co School District
7ff9057cc285325945f2d4a776ffad2c,Deer Creek Elementary School,town,29,California,95959,Nevada City,Nevada,Nevada City Elem Sch District
7ffb3c3c01a376f6f0dfeec865ef708d,East Bernstadt Elementary School,town,59,Kentucky,40729,E Bernstadt,Laurel,East Bernstadt Ind School Dist
7ffe78f643808f0637e9df25bfbbdd0a,Gold Rush Elementary School,suburban,6,Colorado,80134,Parker,Douglas,Douglas Co School Dist Re-1
7ffedfa4a3225aff57922d4a1d195035,Crestwood Elementary School,urban,59,Ohio,44035,Elyria,Lorain,Elyria City School District
8003891db9347db541e558e3d4dc8e38,Roberts Elementary School,urban,34,Wisconsin,54935,Fond Du Lac,Fond Du Lac,Fond Du Lac School District
8004b5ee007857029245e167473abe94,J S Clark Magnet School,urban,76,Louisiana,71201,Monroe,Ouachita,Monroe City School District
800541e7855bcaddf1fd6c3053e8f2a4,James F Rhodes Campus,suburban,94,Ohio,44144,Cleveland,Cuyahoga,Cleveland Metro School Dist
8005433f975a8272cf2867e94c90450d,Academy for Tech & Classics,urban,71,New Mexico,87508,Santa Fe,Santa Fe,Santa Fe Public School Dist
8006423580fab8655bea99f23b92414c,Peterson Middle School,town,53,Texas,78028,Kerrville,Kerr,Kerrville Ind School District
80064d540b9e96eb79b2bd12c50d61c0,Montgomery Elementary School,suburban,8,Georgia,30319,Atlanta,De Kalb,Dekalb Co School District
80071551915c1971316c2a1ca803256f,Oak Meadow Elementary School,suburban,7,California,95762,El Dorado Hls,El Dorado,Buckeye Union School District
8007427627240d760a8edcefa712e6f8,Musselman Learning Center,urban,78,Pennsylvania,19401,Norristown,Montgomery,Norristown Area School Dist
800859cbfe527bc90dca7b7ea3d9b561,Dr Lewis S Libby School,suburban,60,Maine,04461,Milford,Penobscot,Milford School Department
80086cdb84ac8a324e288652a108b6dc,Yadkin Success Academy,rural,78,North Carolina,27055,Yadkinville,Yadkin,Yadkin Co Schools
800994473dd70db0c4599ccd5de3ab18,East Middle School,town,53,Tennessee,37388,Tullahoma,Coffee,Tullahoma City School District
8009aacae4a61dd354ae2ebe277de108,George I Sanchez Community School,urban,70,New Mexico,87121,Albuquerque,Bernalillo,Albuquerque Pub School Dist
8009b58b8ac2e7fc60f8edc1733d63f4,Rosie M Collins Sorrells School - Education & Soc Srvs,urban,92,Texas,75203,Dallas,Dallas,Dallas Ind School District
800c71ad1c6439d25c09c4a2d8b38bdf,Henry Defer Intermediate School,suburban,36,Ohio,44241,Streetsboro,Portage,Streetsboro City School Dist
800de834555ad89cf418602d93407dd0,Overlea High School,urban,76,Maryland,21206,Baltimore,Baltimore,Baltimore Co Public Sch Dist
800e33062d3d42c068ab9d4a0bbf7f42,Elite Scholars Academy,suburban,99,Georgia,30260,Morrow,Clayton,Clayton Co Public Schools
800eb607f6a18c285e6572ecc434b9cc,West Elementary School,town,73,Alabama,35653,Russellville,Franklin,Russellville City School Dist
800f1d2469da598c26ae95165274e02b,Ray L Shotwell Middle School,suburban,81,Texas,77086,Houston,Harris,Aldine Ind School District
80104812eb614487247e412a65465fa2,Rancho Viejo Elementary School,urban,95,Arizona,85364,Yuma,Yuma,Crane Elem School District 13
801049edc07327dd4c5d84342e62bd8b,Thomas Dale High School,suburban,34,Virginia,23831,Chester,Chesterfield,Chesterfield Co Public Schools
8010c8475871a11bfeacc188b7dcda93,South Hutchinson Elementary School,town,57,Kansas,67505,S Hutchinson,Reno,Nickerson-S Hutchinson Usd 309
80112e146d0223ec2c21e1ee69517778,Quannah McCall Elementary School,suburban,94,Nevada,89030,N Las Vegas,Clark,Clark Co School District
8012b006228df176d99483fc0db78254,Whittier Elementary School,urban,90,Arizona,85006,Phoenix,Maricopa,Phoenix Elem School Dist 1
8015e913cb75ae9e419969d59d921c2a,La Escuelita Elementary School,urban,91,California,94606,Oakland,Alameda,Oakland Unified School Dist
8016c5399907e36cf16770d5398ce3ac,Denny Intl Middle School,urban,65,Washington,98126,Seattle,King,Seattle School District 1
8016fd589b2ce46e7572bf5edf8f1a7d,North Adams Jerome High School,rural,65,Michigan,49262,North Adams,Hillsdale,North Adams Jerome Sch Dist
80198e136211ca94d5371cd07887dc53,Eugenio Maria De Hostos School,suburban,74,New York,10705,Yonkers,Westchester,Yonkers Public School District
8019b6054b4c80bde74f7a937cc44b63,Groveland Elementary School,unknown,73,Florida,34736,Groveland,Lake,Lake Co School District
8019bb76d063e527731a3fafc75ec4c7,Mary Fay Pendleton Elementary School,suburban,37,California,92058,Oceanside,San Diego,Fallbrook Union Elem Sch Dist
801a7a40f199c25a9556bb07ab837d67,Wapsie Valley Junior Senior High School,rural,18,Iowa,50629,Fairbank,Bremer,Wapsie Valley Cmty School Dist
801ae631f78b9fcb1d8aa54d33c98c75,Abilene High School,urban,70,Texas,79603,Abilene,Taylor,Abilene Ind School District
801b3a5a70cf5dcbdc65735e3155587a,Dixon High School,town,49,California,95620,Dixon,Solano,Dixon Unified School District
801ce9e4eb29e190a28473dbb6acb76c,Sunshine Gardens Elementary School,urban,46,California,94080,S San Fran,San Mateo,South San Francisco Unified Sd
801db13317cb26f5f4249ba3531a9168,Stateside Elementary School,urban,33,North Carolina,28546,Jacksonville,Onslow,Onslow Co School District
801e1ede622c5cb72427024a00e8dbbc,Ballington Academy-Arts & Science,urban,72,California,92243,El Centro,Imperial,El Centro Elem School District
801e27d28da77c8f1988ba1751fb224a,Daniel Webster School,urban,65,California,91104,Pasadena,Los Angeles,Pasadena Unified School Dist
801ed967143b6cfdebba112f4a4029ec,Maconaquah High School,rural,61,Indiana,46914,Bunker Hill,Miami,Maconaquah School Corp
8020f25f09ff0040b14f58035640babb,S A Moffett Elementary School,suburban,11,California,92646,Huntingtn Bch,Orange,Huntington Beach City Sd
80211593cc1301063b05b5a42bc7733e,Waterbury Arts Magnet School,suburban,52,Connecticut,06706,Waterbury,New Haven,Waterbury Public School Dist
80216216f9df8dcc776c83a2bacc5d18,Wells Elementary School,unknown,67,Georgia,31217,Macon,Jones,Jones Co School District
802168b28b4f2141641a295d083d5781,Vandenberg Middle School,rural,56,California,93437,Vandenbrg Afb,Santa Barbara,Lompoc Unified School Dist
802248e5a6d8c930a14aa198b3905fd4,Melwood Elementary School,suburban,52,Maryland,20772,Uppr Marlboro,Prince Georges,Prince Georges Co School Dist
8023b516774bd322d9fbc43d87cee8eb,August H Shaw Mont School,urban,43,Arizona,85034,Phoenix,Maricopa,Phoenix Elem School Dist 1
802621d1eea861cad4d58574fd82bfc2,PS K053 @ 088K,urban,95,New York,11215,New York City,New York (Manhattan),New York City Dept Of Ed
802aabf00c349da89155ef43d2a3360f,Highland Elementary School,suburban,25,Washington,98258,Lake Stevens,Snohomish,Lake Stevens School District 4
802d15e65d1e474c5b3e741fb7557fd9,Toland Way Elementary School,urban,83,California,90041,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
802df6180f17014de2e08a964b307745,Hobart Early Education Center,urban,75,California,90006,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
802e04853dc01bbfe04a70ea3ca3460d,Arlee High School,rural,75,Montana,59821,Arlee,Lake,Arlee School District 8-J
802eceb4e8123302d8f0e63ad7186ef5,Celina Primary School,town,52,Ohio,45822,Celina,Mercer,Celina City School District
802fd399e8c9ba44e108ed2c1d8b7ef4,New Horizons Learning Center,unknown,88,Florida,32405,Panama City,Bay,Bay Co School District
8030473d1787d13e30e5bcaf85e84832,Shelley High School,unknown,50,Idaho,83274,Shelley,Bingham,Shelley Joint School Dist 60
80305057d8b0f5f71c97aef344179f8f,Henry J Kaiser Elementary School,urban,31,California,94618,Oakland,Alameda,Oakland Unified School Dist
